text,label,language,priority
Industrial Area में सीवेज ओवरफ्लो हो रहा है,Sanitation,Hindi,Low
Short circuit reported in Rajendra Nagar,Electricity,English,Low
Short circuit reported in Green Park,Electricity,English,Medium
City Center में लो वोल्टेज की समस्या है,Electricity,Hindi,Medium
Public toilet is dirty in Civil Lines,Public Services,English,Medium
Broken water pipe in Civil Lines,Water,English,Low
Village Area में पार्क रखरखाव की समस्या है,Public Services,Hindi,Low
Broken road causing accidents in MG Road,Roads,English,High
Nehru Nagar में सार्वजनिक शौचालय गंदा है,Public Services,Hindi,Medium
Frequent voltage fluctuations in Main Market,Electricity,English,Medium
Electric pole damaged in Rajendra Nagar,Electricity,English,Low
Nehru Nagar में सड़क की मरम्मत की आवश्यकता है,Roads,Hindi,Low
Industrial Area में कई घंटों से बिजली नहीं है,Electricity,Hindi,Low
Main Market में खुली नालियों से समस्या हो रही है,Sanitation,Hindi,Low
Overflowing garbage bins in Old City,Sanitation,English,High
Overflowing garbage bins in Industrial Area,Sanitation,English,High
Street lights are not working in Old City,Electricity,English,Medium
Green Park में लो वोल्टेज की समस्या है,Electricity,Hindi,Low
Broken water pipe in Main Market,Water,English,Low
Potholes on road near Ward 12,Roads,English,Medium
School facility complaint in Subhash Chowk,Public Services,English,Medium
Village Area के पास पुल क्षतिग्रस्त है,Roads,Hindi,Medium
Poor public transport in Main Market,Public Services,English,Medium
Rajendra Nagar में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
Industrial Area में बिजली के तार खतरनाक स्थिति में हैं,Electricity,Hindi,High
School facility complaint in Main Market,Public Services,English,Medium
Sector 5 में पार्क रखरखाव की समस्या है,Public Services,Hindi,Medium
Nehru Nagar में लो वोल्टेज की समस्या है,Electricity,Hindi,Medium
Public toilet is dirty in City Center,Public Services,English,Medium
Civil Lines में बिजली नहीं है,Electricity,Hindi,Medium
Public toilet is dirty in Ward 12,Public Services,English,Medium
Shivaji Colony में कचरा फैलाया जा रहा है,Sanitation,Hindi,Medium
Government office not responding in Rajendra Nagar,Public Services,English,Medium
Mosquito problem due to dirty drains in Sector 5,Sanitation,English,Medium
Sector 5 में सड़क खराब है,Roads,Hindi,Medium
Shivaji Colony में सुबह से बिजली गई हुई है,Electricity,Hindi,Medium
Open drains causing problems in MG Road,Sanitation,English,Medium
Green Park में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Shivaji Colony में शॉर्ट सर्किट हुआ है,Electricity,Hindi,Low
Ward 12 में सड़क निर्माण अधूरा है,Roads,Hindi,Low
Rajendra Nagar में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Medium
Old City में स्ट्रीट लाइट काम नहीं कर रही,Electricity,Hindi,Medium
Road construction incomplete in Nehru Nagar,Roads,English,Low
Station Road में सड़क पर पानी भर गया है,Roads,Hindi,Medium
Government office not responding in Ward 12,Public Services,English,Medium
Bad smell from drainage in Sector 5,Sanitation,English,Low
City Center में कचरा फैलाया जा रहा है,Sanitation,Hindi,Medium
Street lights not functioning in City Center,Public Services,English,Medium
Public toilet is dirty in Nehru Nagar,Public Services,English,Low
Public park maintenance issue in Sector 5,Public Services,English,Medium
Broken road causing accidents in MG Road,Roads,English,High
Potholes on road near Old City,Roads,English,Low
Green Park के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Water tank is overflowing in Rajendra Nagar,Water,English,High
Government office not responding in Green Park,Public Services,English,Low
Short circuit reported in Shivaji Colony,Electricity,English,Medium
Road construction incomplete in Sector 5,Roads,English,Low
Transformer exploded near MG Road,Electricity,English,High
Sewage overflow in Nehru Nagar,Sanitation,English,High
Overflowing garbage bins in MG Road,Sanitation,English,High
Green Park में सार्वजनिक सुरक्षा की समस्या है,Public Services,Hindi,Medium
Old City के पास ट्रांसफार्मर फट गया,Electricity,Hindi,High
Low voltage issue in Village Area,Electricity,English,Medium
Subhash Chowk में स्कूल सुविधा की शिकायत है,Public Services,Hindi,Medium
Village Area में सरकारी सेवा में देरी हो रही है,Public Services,Hindi,Medium
Low water pressure in Industrial Area,Water,English,Low
Low water pressure in MG Road,Water,English,Low
Industrial Area में सड़क में दरारें हैं,Roads,Hindi,Low
Garbage has not been collected in Industrial Area,Sanitation,English,Medium
Pipeline burst near Rajendra Nagar,Water,English,High
Subhash Chowk के पास पुल क्षतिग्रस्त है,Roads,Hindi,Medium
Village Area में सड़क की मरम्मत की आवश्यकता है,Roads,Hindi,Low
Unclean streets in Ward 12,Sanitation,English,Low
Shivaji Colony में पानी की सप्लाई नहीं है,Water,Hindi,Low
Unclean streets in Civil Lines,Sanitation,English,Medium
Public safety concern in Ward 12,Public Services,English,Medium
MG Road में टूटी सड़क से दुर्घटनाएं हो रही हैं,Roads,Hindi,Medium
Green Park में पानी की टंकी ओवरफ्लो हो रही है,Water,Hindi,Medium
